,V1,V2,V3,V4,V5
578,-61.23,188.67,102.02,-78.79,443.05
579,-50.26,215.52,107.79,-71.84,442.6
580,-69.53,224.07,107.24,-54.59,440.24
581,-58.59,203.41,105.78,-47.81,432.09
582,-68.15,186.08,98.09,-37.98,429.63
583,-54.87,191.61,104.57,-31.65,459.39
584,-59.99,205.08,106.92,-7.03,446.02
585,-53.33,224.29,116.34,4.51,436.36
586,-79.56,226.91,101.54,-0.13,424.89
587,-79.94,224.15,94.78,-7.15,440.81
588,-88.29,231.04,86.23,-17.54,424.7
589,-79.43,236.55,99.45,-1.11,422.05
590,-110.9,252.93,97.34,14.87,410.67
591,-105.0,241.14,98.04,22.7,414.94
592,-94.48,238.57,89.48,24.42,417.92
593,-82.01,266.17,87.93,10.99,407.94
594,-100.37,272.64,88.65,13.14,405.6
595,-105.44,261.4,94.47,23.13,395.38
596,-108.82,253.28,93.43,16.55,406.77
597,-89.64,259.64,92.36,-4.6,434.58
598,-105.79,256.56,102.01,12.63,433.61
599,-109.11,255.59,127.75,12.75,432.06
600,-126.88,250.38,128.88,20.95,420.98
601,-120.94,256.29,129.02,-2.8,421.94
602,-125.55,260.25,111.88,-3.92,417.89
603,-110.05,254.12,99.69,-4.53,435.39
604,-116.71,255.68,94.72,-10.52,411.93
605,-110.34,244.72,116.05,-29.06,413.86
606,-96.73,246.4,122.48,-32.52,417.08
607,-103.87,270.85,114.66,-23.15,414.66
608,-116.04,260.73,117.74,-16.34,419.78
609,-97.4,269.96,118.55,1.46,424.27
610,-97.76,261.86,123.26,-30.01,434.13
611,-80.04,264.79,114.89,-32.85,435.17
612,-119.12,255.66,119.96,-11.82,432.83
613,-126.59,260.03,126.6,-16.01,436.52
614,-127.51,237.04,135.24,-5.83,430.32
615,-105.38,237.42,134.91,-5.89,429.65
616,-136.97,249.16,148.96,-6.37,413.77
617,-138.04,252.3,147.88,-20.39,422.07
618,-151.2,254.72,132.25,-15.61,406.56
619,-142.97,242.69,145.27,0.51,428.05
620,-150.4,230.3,154.77,-6.12,419.14
621,-168.14,235.04,156.45,-5.77,431.19
622,-183.51,230.13,152.86,-2.72,419.49
623,-163.2,219.99,139.26,9.48,429.62
624,-152.36,211.53,138.41,6.39,423.26
625,-168.11,232.57,139.89,8.89,419.57
626,-176.27,246.15,148.73,10.76,414.0
627,-158.11,255.13,161.72,10.85,420.22
628,-149.24,233.77,167.7,35.33,412.99
629,-137.79,227.5,183.45,50.74,404.99
630,-150.2,229.76,184.71,49.5,383.76
631,-153.98,223.06,192.99,42.49,393.26
632,-155.81,232.43,180.68,44.04,380.65
633,-147.77,244.06,190.41,47.31,391.62
634,-139.55,229.54,188.36,44.68,374.93
635,-162.51,228.51,193.55,41.15,367.34
636,-169.93,235.06,203.76,21.81,368.75
637,-166.68,264.99,184.54,33.2,370.56
638,-165.98,263.19,172.45,38.25,360.11
639,-185.43,262.94,151.56,63.84,366.42
640,-165.51,274.06,161.9,49.48,358.67
641,-147.34,290.74,163.66,29.65,353.42
642,-138.05,277.43,181.78,29.32,352.56
643,-165.66,289.0,183.67,42.55,354.67
644,-168.29,284.96,166.22,55.96,330.38
645,-178.94,289.49,160.25,42.87,338.46
646,-175.58,298.89,164.58,29.6,331.74
647,-176.72,308.65,168.9,32.17,337.23
648,-164.48,312.62,158.79,36.43,321.68
649,-187.05,318.05,159.95,47.93,323.01
650,-192.46,319.32,165.64,43.51,318.58
651,-191.29,330.74,177.76,55.18,325.15
652,-191.17,312.49,196.92,71.54,327.83
653,-199.6,324.52,171.4,93.96,330.39
654,-189.29,328.83,154.95,95.47,303.43
655,-183.86,348.3,158.57,101.05,315.28
656,-168.62,347.11,182.5,80.87,324.31
657,-177.95,347.6,200.66,93.34,348.84
658,-174.24,345.24,183.87,100.52,340.63
659,-180.03,348.17,163.27,111.31,344.24
660,-151.7,333.81,166.72,93.89,340.56
661,-143.62,330.52,184.43,99.23,350.47
662,-125.58,333.16,195.25,106.28,333.94
663,-164.96,354.92,187.21,111.29,342.24
664,-175.33,356.33,198.65,79.26,331.33
665,-174.69,350.07,192.15,91.25,323.23
666,-155.07,336.04,207.56,108.02,315.37
667,-160.09,353.91,214.6,117.6,319.64
668,-152.82,346.86,220.69,85.56,324.86
669,-170.18,335.69,210.84,68.71,314.51
670,-155.0,318.12,231.53,72.51,315.73
671,-153.46,315.03,241.65,86.23,320.05
672,-147.38,332.82,253.12,78.86,310.52
673,-149.05,354.82,245.62,65.75,313.1
674,-124.81,358.7,237.7,48.57,310.82
675,-124.72,332.95,244.6,66.61,307.66
676,-122.12,337.87,256.19,79.99,289.21
677,-125.9,363.23,238.25,86.6,300.83
678,-134.62,367.32,231.31,63.71,293.64
679,-137.28,358.07,230.52,66.52,300.43
680,-129.83,350.24,250.46,76.18,287.56
681,-137.71,351.34,244.89,75.74,275.21
682,-128.98,349.6,231.78,74.92,271.09
683,-151.12,364.34,227.0,70.45,285.59
684,-138.81,367.44,234.38,54.73,292.84
685,-144.94,362.19,223.97,61.19,295.17
686,-119.24,381.16,207.27,74.23,291.68
687,-136.38,411.36,210.51,87.78,305.07
688,-116.42,433.56,222.5,90.91,306.56
689,-125.9,404.55,222.28,102.5,319.23
690,-115.09,409.07,228.04,98.58,286.94
691,-129.28,415.35,218.38,90.99,291.5
692,-131.39,412.27,226.77,80.21,293.94
693,-149.97,419.69,227.95,84.23,307.17
694,-152.83,407.42,234.46,78.04,297.15
695,-150.59,400.37,224.29,80.84,284.73
696,-156.26,390.88,238.14,86.06,278.0
697,-162.05,397.01,237.82,97.24,267.79
698,-161.86,404.45,227.36,88.8,267.44
699,-164.16,405.85,221.45,86.01,264.53
700,-158.52,392.13,226.13,88.96,268.81
701,-179.14,399.16,224.09,97.47,270.6
702,-173.35,407.69,206.7,88.78,267.37
703,-188.01,425.19,197.68,80.0,272.88
704,-177.8,436.26,212.71,64.47,278.04
705,-193.69,441.19,211.21,80.61,292.33
706,-186.48,430.95,215.66,73.57,287.6
707,-208.19,431.06,217.26,67.8,277.54
708,-222.41,436.15,218.72,56.16,280.0
709,-233.12,445.43,216.9,72.53,280.33
710,-227.26,430.96,247.08,75.7,290.26
711,-230.05,423.91,274.03,76.99,260.41
712,-232.55,426.0,268.38,51.94,247.06
713,-228.1,420.81,259.1,59.11,236.4
714,-224.5,421.19,264.09,66.1,250.76
715,-254.45,414.93,265.78,72.98,260.12
716,-251.4,410.24,280.28,76.59,255.57
717,-258.97,440.06,285.25,66.87,241.55
718,-228.82,445.16,274.64,53.21,248.27
719,-243.64,438.02,265.53,54.4,262.68
720,-233.78,418.74,270.47,52.97,273.48
721,-238.76,417.56,286.56,55.77,258.4
722,-230.25,412.95,289.79,46.89,266.48
723,-231.89,413.22,286.26,60.5,275.33
724,-225.62,400.82,306.82,73.13,279.28
725,-250.19,399.96,309.61,73.4,277.34
726,-253.52,396.05,310.95,65.73,284.65
727,-250.7,388.72,294.34,68.5,268.79
728,-234.17,400.89,285.42,60.01,268.42
729,-267.88,381.84,282.83,70.45,259.05
730,-256.44,373.97,294.82,71.65,278.45
731,-255.85,400.13,308.54,76.93,279.11
732,-236.95,409.59,289.65,59.67,282.41
733,-256.45,416.15,283.13,58.01,287.72
734,-271.86,414.24,272.57,59.03,283.81
735,-270.8,414.58,280.07,74.23,297.23
736,-246.78,404.35,266.88,52.99,297.61
737,-253.45,438.49,291.16,58.06,313.57
738,-258.44,445.1,325.82,61.39,292.49
739,-271.15,459.33,349.9,63.6,302.93
740,-264.01,466.53,318.22,45.71,320.51
741,-270.84,466.58,306.5,48.3,317.69
742,-263.66,466.42,290.36,35.39,312.26
743,-280.82,479.01,296.66,38.11,301.02
744,-270.43,476.31,289.57,35.45,299.26
745,-272.47,478.84,295.12,40.78,284.38
746,-261.21,491.26,298.05,31.33,304.77
747,-279.95,520.71,310.86,38.94,295.46
748,-272.67,518.68,304.58,36.36,304.86
749,-276.76,497.27,305.74,28.9,306.08
750,-273.11,484.27,300.03,24.29,288.77
751,-287.47,502.11,297.56,49.61,282.43
752,-288.46,510.73,320.46,51.81,288.06
753,-284.21,515.59,328.43,51.89,296.36
754,-291.83,499.78,335.85,29.25,301.56
755,-301.64,492.39,329.97,13.55,317.32
756,-291.49,507.97,313.68,16.6,327.36
757,-297.97,533.46,297.77,23.27,332.77
758,-282.47,536.02,299.77,1.84,337.37
759,-295.43,535.36,292.24,2.19,326.66
760,-298.7,543.29,283.22,10.59,326.15
761,-308.98,567.18,310.48,21.93,321.54
762,-299.51,569.13,329.95,21.43,329.3
763,-299.71,562.44,336.89,9.89,318.81
764,-310.49,536.75,317.47,-13.77,305.61
765,-320.42,547.46,306.29,6.74,296.83
766,-319.49,569.66,320.14,19.45,281.08
767,-312.79,577.03,317.07,23.64,276.23
768,-316.28,571.65,326.75,11.93,280.18
769,-307.74,564.97,327.91,0.07,284.89
770,-308.07,582.48,337.08,-4.14,274.14
771,-304.91,589.54,326.31,-15.5,291.21
772,-286.56,580.51,328.78,-15.72,299.55
773,-303.41,565.9,327.5,-13.44,305.01
774,-301.35,563.63,328.1,-0.6,294.68
775,-300.75,564.46,345.23,4.08,285.99
776,-303.13,573.7,354.01,13.45,273.31
777,-326.04,581.3,350.66,19.53,273.94
778,-322.34,573.42,337.05,-2.16,272.67
779,-318.8,568.33,327.47,6.93,273.44
780,-322.3,580.8,322.29,-3.23,274.7
781,-331.72,588.28,316.29,-2.42,262.79
782,-329.59,574.04,305.63,0.71,268.94
783,-348.46,587.01,300.29,-4.39,261.49
784,-350.98,602.71,314.0,-24.79,271.13
785,-342.21,599.67,314.19,-31.25,275.22
786,-344.05,597.67,324.95,-27.37,297.37
787,-329.45,593.81,303.91,-40.79,298.91
788,-315.52,570.27,315.71,-42.18,317.29
789,-305.68,556.07,319.72,-36.38,325.66
790,-315.35,557.27,320.85,-36.52,313.82
791,-314.85,556.2,298.94,-50.81,288.66
792,-303.21,560.05,309.87,-47.01,283.64
793,-286.49,553.95,311.0,-32.82,283.95
794,-280.58,549.71,308.62,-35.33,290.32
795,-297.87,557.82,297.17,-49.07,281.66
796,-313.83,565.29,305.53,-53.46,294.58
797,-323.6,571.12,290.39,-67.04,265.9
798,-312.23,569.7,296.1,-66.2,280.24
799,-315.18,564.33,292.71,-77.66,282.51
800,-314.83,557.07,283.33,-81.65,292.14
801,-314.83,556.28,282.54,-87.49,272.86
802,-299.24,554.44,300.9,-70.29,284.89
803,-283.45,545.18,313.84,-66.86,301.12
804,-269.65,520.98,303.51,-67.09,308.1
805,-300.56,522.38,287.07,-91.73,304.68
806,-293.59,528.98,288.84,-87.14,306.76
807,-277.5,533.73,284.41,-75.04,304.9
808,-261.81,517.84,286.32,-65.54,306.59
809,-281.95,524.19,275.3,-68.73,298.48
810,-279.88,513.61,269.49,-65.88,292.15
811,-292.7,542.22,262.11,-78.81,285.37
812,-291.81,552.6,265.08,-80.52,295.66
813,-305.93,559.49,245.6,-87.24,286.26
814,-301.67,542.85,245.0,-86.31,297.35
815,-300.27,538.57,243.71,-104.65,275.28
816,-288.24,548.0,256.0,-88.68,293.57
817,-281.72,561.18,265.9,-78.3,300.79
818,-286.5,550.38,250.11,-80.07,313.19
819,-299.17,534.33,241.38,-95.66,287.63
820,-279.68,519.97,237.12,-86.65,292.14
821,-247.76,541.27,240.75,-74.44,288.66
822,-232.41,548.8,240.35,-80.94,291.01
823,-244.67,551.49,239.69,-88.66,267.73
824,-254.28,538.74,228.9,-96.4,272.55
825,-263.77,554.85,225.89,-96.83,262.83
826,-253.14,567.92,239.2,-85.77,260.88
827,-249.7,554.79,244.34,-92.23,249.3
828,-225.86,541.08,232.56,-98.55,249.87
829,-229.25,554.15,232.73,-116.22,227.16
830,-227.03,577.58,244.12,-101.56,231.06
831,-229.33,576.78,264.91,-107.32,228.02
832,-226.25,582.02,249.93,-105.32,220.54
833,-244.07,563.32,246.55,-117.89,211.38
834,-233.35,547.85,240.62,-126.89,220.06
835,-228.77,550.68,244.42,-134.17,211.04
836,-209.67,549.26,221.32,-124.84,207.81
837,-202.8,570.03,231.57,-108.46,208.48
838,-225.89,568.84,230.29,-118.64,216.56
839,-241.9,564.48,231.89,-132.59,208.74
840,-235.96,566.15,222.28,-118.49,210.22
841,-234.19,563.61,217.2,-115.38,195.84
842,-238.0,556.28,210.58,-109.37,192.9
843,-227.66,560.28,218.46,-116.5,164.42
844,-211.73,564.78,217.95,-111.5,166.1
845,-221.07,582.64,220.17,-117.85,154.76
846,-217.25,617.86,215.12,-106.18,159.97
847,-215.94,608.28,232.25,-99.16,144.26
848,-211.47,623.98,227.54,-101.97,160.63
849,-236.53,605.29,254.12,-127.05,137.25
850,-231.99,619.05,220.66,-126.21,147.29
851,-227.86,634.77,233.38,-121.67,151.91
852,-231.16,625.63,238.34,-107.02,164.02
853,-234.07,580.45,251.92,-102.45,146.07
854,-237.59,570.66,249.47,-81.69,146.16
855,-225.9,583.53,234.1,-104.8,138.36
856,-222.13,580.28,214.17,-97.35,142.68
857,-208.89,570.05,218.87,-92.65,118.09
858,-217.09,568.43,222.65,-65.79,111.79
859,-208.99,559.21,229.34,-76.0,113.17
860,-199.21,562.41,217.81,-73.08,129.16
861,-217.33,558.64,254.21,-69.29,100.38
862,-233.1,558.8,251.72,-62.73,106.2
863,-238.6,555.26,250.78,-70.38,85.61
864,-246.53,570.68,234.95,-65.69,115.24
865,-278.83,580.46,238.43,-64.07,99.79
866,-267.35,590.61,234.04,-54.8,99.46
867,-249.94,586.62,231.29,-56.43,99.47
868,-240.42,584.15,217.45,-61.42,103.43
869,-257.86,593.92,222.17,-65.6,114.08
870,-269.06,588.0,234.85,-45.62,110.14
871,-277.18,584.29,228.01,-42.04,90.34
872,-262.52,580.16,228.7,-31.89,91.91
873,-257.61,570.87,211.54,-51.52,94.12
874,-251.31,559.16,222.82,-42.78,110.55
875,-255.53,553.4,246.42,-35.85,83.27
876,-274.55,562.94,248.45,-20.8,96.24
877,-277.56,541.91,241.55,-38.26,92.17
878,-273.13,558.18,233.82,-24.66,118.36
879,-288.09,562.29,230.82,-31.8,99.9
880,-291.53,578.34,219.92,-38.65,96.59
881,-272.8,538.29,236.92,-37.25,89.98
882,-250.29,533.67,225.09,-40.54,86.63
883,-253.93,530.48,233.41,-33.1,85.47
884,-271.03,527.32,237.87,-19.38,76.39
885,-275.32,521.42,238.95,-21.35,77.57
886,-266.74,510.58,236.44,-30.2,88.69
887,-271.87,502.84,242.73,-49.66,77.38
888,-269.68,511.75,254.9,-29.06,79.15
889,-261.61,516.8,261.61,-30.62,42.78
890,-261.3,501.73,256.31,-39.99,65.3
891,-253.41,488.34,247.9,-54.31,56.22
892,-248.26,500.23,240.27,-60.36,56.07
893,-233.46,506.47,233.54,-73.61,40.27
894,-235.78,524.23,213.0,-64.38,37.03
895,-212.8,528.59,215.3,-62.67,17.54
896,-185.83,532.57,191.85,-71.99,19.29
897,-172.59,533.38,205.17,-57.73,25.37
898,-180.71,537.47,213.55,-33.88,34.5
899,-189.33,524.09,218.46,-37.49,35.36
900,-212.13,527.31,184.75,-54.3,34.29
901,-211.97,525.37,198.78,-55.97,33.96
902,-209.34,517.25,204.37,-53.28,28.43
903,-211.01,517.93,219.78,-44.85,8.85
904,-211.8,523.7,196.82,-38.22,25.78
905,-194.27,517.61,190.78,-51.62,23.62
906,-201.0,514.17,181.92,-62.45,41.06
907,-214.61,507.17,175.41,-58.12,16.75
908,-226.22,518.55,181.28,-38.91,23.12
909,-202.73,503.75,169.41,-18.65,27.47
910,-171.37,523.16,156.01,-20.77,33.55
911,-154.88,533.11,171.77,-29.86,19.57
912,-179.15,539.23,189.32,-37.43,20.54
913,-206.61,525.83,193.59,-23.8,2.51
914,-216.34,517.71,167.01,-13.74,0.94
915,-191.87,504.05,178.55,-1.56,6.99
916,-179.51,493.0,186.32,-4.93,6.89
917,-174.98,487.3,197.78,-13.45,-17.17
918,-196.26,485.32,175.55,-9.6,-6.92
919,-198.44,490.64,183.26,6.23,-5.82
920,-202.09,492.04,170.12,16.12,-5.37
921,-176.19,480.11,155.33,18.08,-20.01
922,-166.65,481.98,148.66,13.08,-9.87
923,-143.84,452.81,143.08,30.82,-2.95
924,-148.67,473.41,155.02,43.51,-3.07
925,-139.87,481.66,171.72,47.98,0.3
926,-145.45,491.35,191.99,35.38,-14.36
927,-146.29,472.68,202.57,46.47,-10.85
928,-143.46,468.3,190.37,70.89,-6.96
929,-132.12,469.26,197.6,75.71,-15.6
930,-112.66,479.26,213.43,63.74,-18.17
931,-92.03,485.16,220.08,48.92,-28.19
932,-83.85,478.69,207.39,62.09,-20.9
933,-100.37,467.51,198.68,62.28,-40.95
934,-101.8,477.8,187.98,65.06,-24.33
935,-80.26,482.04,194.74,41.46,-20.53
936,-66.29,492.63,181.64,51.59,-7.73
937,-55.74,461.75,148.15,69.94,-25.19
938,-40.62,479.57,144.28,80.29,-29.57
939,-33.02,492.97,155.3,61.17,-24.86
940,-28.91,514.85,162.62,51.22,-35.58
941,-14.41,498.41,132.77,75.16,-44.99
942,11.08,499.25,150.11,102.59,-47.69
943,13.77,488.85,157.24,90.56,-47.75
944,19.28,476.28,153.05,71.02,-49.42
945,10.18,459.12,138.59,64.17,-63.36
946,12.61,459.4,123.76,78.03,-58.22
947,4.33,460.57,115.86,79.96,-79.08
948,15.52,464.22,116.23,81.2,-53.65
949,17.54,461.31,113.29,81.23,-50.86
950,24.72,460.95,110.68,77.75,-44.01
951,21.95,438.16,115.64,79.16,-63.83
952,15.5,472.89,127.33,98.9,-68.5
953,15.86,465.74,137.44,103.81,-75.55
954,17.56,481.99,132.29,106.61,-63.79
955,33.21,453.11,122.36,110.78,-54.32
956,35.63,463.5,132.52,128.24,-72.86
957,42.67,462.57,135.81,132.77,-83.55
958,63.32,462.07,137.96,137.72,-76.8
959,54.61,442.43,133.95,116.09,-74.39
960,56.56,437.95,124.35,117.97,-86.47
961,41.42,432.11,119.43,135.08,-110.37
962,35.9,442.08,125.54,157.49,-102.84
963,34.15,448.25,114.38,153.26,-98.64
964,54.88,427.98,100.14,148.55,-86.22
965,58.04,419.28,111.25,144.94,-96.26
966,57.7,443.52,119.04,155.1,-96.66
967,49.69,434.48,122.12,162.96,-112.27
968,46.72,435.23,101.39,168.69,-99.8
969,55.37,412.42,92.71,185.7,-78.66
970,68.97,416.8,83.2,220.8,-80.88
971,72.11,407.69,83.25,242.88,-89.45
972,76.11,428.8,80.23,230.66,-82.7
973,82.93,432.42,81.53,216.75,-73.03
974,85.34,413.21,94.68,213.3,-55.25
975,73.81,412.93,86.44,230.0,-63.42
976,78.18,412.9,99.95,263.25,-74.76
977,83.72,419.95,91.94,266.0,-76.97
978,101.7,387.19,106.91,258.77,-58.05
979,109.4,397.27,87.21,263.91,-65.37
