,0
1984,305.54
1985,298.28
1986,313.82
1987,297.88
1988,291.74
1989,281.88
1990,300.01
1991,294.77
1992,292.32
1993,285.45
1994,289.66
1995,294.41
1996,296.6
1997,299.14
1998,302.01
1999,301.21
2000,321.68
2001,309.72
2002,308.03
2003,296.69
2004,303.0
2005,291.1
2006,311.82
2007,297.33
2008,290.95
2009,285.38
2010,287.53
2011,272.7
2012,269.72
2013,272.14
2014,279.24
2015,268.06
2016,275.85
2017,260.01
2018,278.7
2019,265.13
2020,259.84
2021,248.72
2022,263.92
2023,261.98
2024,260.38
2025,242.09
2026,246.62
2027,244.21
2028,240.45
2029,233.21
2030,244.24
2031,238.33
2032,245.72
2033,223.95
2034,233.16
2035,223.89
2036,231.64
2037,219.71
2038,228.75
2039,219.47
2040,217.98
2041,212.79
2042,217.07
2043,201.7
2044,203.95
2045,207.12
2046,212.2
2047,182.5
2048,196.06
2049,194.44
2050,224.75
2051,197.17
2052,198.81
2053,205.61
2054,227.03
2055,210.14
2056,194.52
2057,176.64
2058,187.27
2059,191.42
2060,200.96
2061,169.59
2062,179.53
2063,183.88
2064,186.05
2065,176.71
2066,189.92
2067,197.02
2068,207.62
2069,201.12
2070,205.75
2071,192.96
2072,193.57
2073,180.86
2074,184.16
2075,154.67
2076,170.95
2077,179.62
2078,182.87
2079,161.67
2080,174.28
2081,165.48
2082,154.54
2083,157.0
2084,152.99
2085,154.45
2086,166.44
2087,166.44
2088,152.45
2089,136.49
2090,157.15
2091,154.27
2092,150.8
2093,136.48
2094,133.25
2095,117.11
2096,127.5
2097,135.62
2098,139.97
2099,125.17
2100,126.33
2101,118.45
2102,141.98
2103,128.27
2104,146.75
2105,141.43
2106,152.21
2107,145.74
2108,154.17
2109,143.48
2110,138.25
2111,134.7
2112,145.71
2113,139.86
2114,119.18
2115,108.57
2116,121.75
2117,108.48
2118,97.71
2119,95.29
2120,109.02
2121,84.68
2122,101.8
2123,104.23
2124,120.03
2125,102.37
2126,103.83
2127,84.79
2128,84.32
2129,88.96
2130,90.04
2131,96.18
2132,98.77
2133,103.4
2134,83.09
2135,81.55
2136,95.59
2137,94.58
2138,73.75
2139,70.71
2140,58.2
2141,41.15
2142,50.28
2143,60.11
2144,77.69
2145,67.35
2146,71.86
2147,59.62
2148,78.09
2149,81.07
2150,96.7
2151,84.11
2152,78.09
2153,62.65
2154,52.16
2155,47.31
2156,34.87
2157,32.67
2158,45.25
2159,32.41
2160,25.6
2161,-4.24
2162,9.95
2163,-14.73
2164,-1.83
2165,-3.24
2166,3.95
2167,-10.4
2168,-25.33
2169,-28.5
2170,-25.97
2171,-38.47
2172,-34.25
2173,-44.46
2174,-35.56
2175,-50.4
2176,-35.2
2177,-53.37
2178,-25.31
2179,-23.36
2180,-9.56
2181,-13.43
2182,-20.12
2183,-32.4
2184,-42.95
2185,-49.44
2186,-52.44
2187,-51.14
2188,-32.97
2189,-64.21
2190,-77.22
2191,-90.81
2192,-57.59
2193,-67.83
2194,-80.49
2195,-63.69
2196,-66.33
2197,-65.36
2198,-69.6
2199,-60.88
2200,-65.47
2201,-76.2
2202,-62.17
2203,-51.33
2204,-34.98
2205,-58.82
2206,-73.86
2207,-86.54
2208,-72.0
2209,-70.19
2210,-58.05
2211,-61.46
2212,-64.4
2213,-58.35
2214,-43.32
2215,-52.82
2216,-56.24
2217,-31.32
2218,-6.19
2219,1.57
2220,3.39
2221,-12.71
2222,-22.76
2223,-30.38
2224,-26.12
2225,-6.18
2226,4.49
2227,7.42
2228,-0.22
2229,-8.16
2230,-7.53
2231,4.37
2232,23.0
2233,37.77
2234,42.77
2235,40.79
2236,34.86
2237,22.82
2238,36.0
2239,54.03
2240,79.06
2241,67.31
2242,55.87
2243,44.93
2244,54.59
2245,48.41
2246,58.68
2247,70.98
2248,97.27
2249,105.69
2250,103.02
2251,59.53
2252,53.85
2253,76.34
2254,106.25
2255,105.66
2256,104.43
2257,91.47
2258,85.62
2259,74.95
2260,69.04
2261,79.55
2262,111.52
2263,100.3
2264,93.62
2265,66.28
2266,67.39
2267,66.94
2268,67.31
2269,72.81
2270,91.33
2271,95.53
2272,100.07
2273,86.33
2274,95.09
2275,99.36
2276,120.75
2277,106.33
2278,115.76
2279,102.17
2280,96.66
2281,89.43
2282,90.13
2283,87.03
2284,82.61
2285,84.5
2286,95.73
2287,72.18
2288,68.45
2289,71.06
2290,80.89
2291,60.81
2292,54.54
2293,48.04
2294,40.25
2295,24.29
2296,23.29
2297,23.7
2298,24.08
2299,28.23
2300,26.08
2301,23.93
2302,34.46
2303,52.54
2304,54.82
2305,48.63
2306,41.51
2307,25.51
2308,26.56
2309,12.94
2310,18.79
2311,-2.44
2312,5.25
2313,17.18
2314,22.83
2315,1.24
2316,17.27
2317,5.25
2318,1.4
2319,12.34
2320,10.22
2321,-4.13
2322,4.46
2323,13.92
2324,36.68
2325,29.84
2326,41.12
2327,41.25
2328,60.01
2329,48.32
2330,67.4
2331,59.17
2332,64.46
2333,66.2
2334,66.26
2335,48.69
2336,48.29
2337,46.77
2338,50.17
2339,59.83
2340,45.8
2341,37.64
2342,47.97
2343,48.87
2344,55.94
2345,46.3
2346,41.78
2347,35.18
2348,54.16
2349,64.94
2350,48.21
2351,35.42
2352,47.22
2353,68.64
2354,73.18
2355,70.93
2356,73.44
2357,79.7
2358,88.62
2359,85.03
2360,74.49
2361,58.85
2362,72.77
2363,105.25
2364,97.59
2365,74.14
2366,76.97
2367,78.6
2368,95.25
2369,93.74
2370,106.69
2371,97.22
2372,106.46
2373,131.62
2374,131.23
2375,124.09
2376,124.05
2377,139.79
2378,144.43
2379,156.32
2380,152.31
2381,145.75
2382,149.76
2383,150.96
2384,152.79
2385,151.63
2386,158.6
2387,168.11
2388,158.96
2389,174.25
2390,174.03
2391,188.03
2392,183.92
2393,197.81
2394,196.15
2395,194.46
2396,190.27
2397,190.52
2398,185.79
2399,188.85
2400,190.73
2401,182.64
2402,166.87
2403,185.99
2404,180.94
2405,192.19
2406,184.15
2407,180.54
2408,175.95
2409,179.13
2410,165.76
2411,173.52
2412,174.49
2413,162.71
2414,164.89
2415,163.57
2416,146.06
2417,151.21
2418,149.88
2419,157.55
2420,145.89
2421,148.51
2422,144.25
2423,175.22
2424,179.18
2425,185.85
2426,182.2
2427,168.11
2428,177.29
2429,188.01
2430,183.65
2431,172.44
2432,163.97
2433,170.31
2434,173.73
2435,172.55
2436,149.77
2437,180.47
2438,174.98
2439,184.29
2440,149.98
2441,148.07
2442,147.68
2443,131.74
2444,106.36
2445,109.21
2446,112.42
2447,107.7
2448,110.2
2449,107.98
2450,80.86
2451,113.19
2452,119.58
2453,118.25
2454,90.06
2455,91.73
2456,92.6
2457,111.96
2458,91.78
2459,74.21
2460,81.64
2461,95.76
2462,96.65
2463,83.6
2464,79.63
2465,106.26
2466,114.78
2467,108.88
2468,107.82
2469,102.7
2470,90.6
2471,92.39
2472,102.81
2473,118.06
2474,106.59
2475,100.87
2476,106.75
2477,128.51
2478,127.66
2479,142.0
2480,135.18
2481,132.84
2482,146.36
2483,151.19
2484,154.64
2485,146.34
2486,147.68
2487,152.41
2488,161.39
2489,145.57
2490,143.71
2491,137.74
2492,128.84
2493,145.72
2494,139.11
2495,149.78
2496,147.01
2497,144.59
2498,143.08
2499,143.63
2500,132.45
2501,124.25
2502,136.86
2503,139.25
2504,147.93
2505,134.63
2506,121.62
2507,127.86
2508,132.09
2509,125.36
2510,111.66
2511,107.74
2512,111.68
2513,113.97
2514,111.09
2515,97.42
2516,99.99
2517,117.62
2518,114.77
2519,110.72
2520,107.76
2521,103.6
2522,93.64
2523,99.0
2524,97.42
2525,105.46
2526,99.66
2527,101.07
2528,103.47
2529,114.99
2530,118.61
2531,150.27
2532,138.46
2533,142.23
2534,119.68
2535,118.25
2536,119.74
2537,121.41
2538,102.02
2539,107.79
2540,107.24
2541,105.78
2542,98.09
2543,104.57
2544,106.92
2545,116.34
2546,101.54
2547,94.78
2548,86.23
2549,99.45
2550,97.34
2551,98.04
2552,89.48
2553,87.93
2554,88.65
2555,94.47
2556,93.43
2557,92.36
2558,102.01
2559,127.75
2560,128.88
2561,129.02
2562,111.88
2563,99.69
2564,94.72
2565,116.05
2566,122.48
2567,114.66
2568,117.74
2569,118.55
2570,123.26
2571,114.89
2572,119.96
2573,126.6
2574,135.24
2575,134.91
2576,148.96
2577,147.88
2578,132.25
2579,145.27
2580,154.77
2581,156.45
2582,152.86
2583,139.26
2584,138.41
2585,139.89
2586,148.73
2587,161.72
2588,167.7
2589,183.45
2590,184.71
2591,192.99
2592,180.68
2593,190.41
2594,188.36
2595,193.55
2596,203.76
2597,184.54
2598,172.45
2599,151.56
2600,161.9
2601,163.66
2602,181.78
2603,183.67
2604,166.22
2605,160.25
2606,164.58
2607,168.9
2608,158.79
2609,159.95
2610,165.64
2611,177.76
2612,196.92
2613,171.4
2614,154.95
2615,158.57
2616,182.5
2617,200.66
2618,183.87
2619,163.27
2620,166.72
2621,184.43
2622,195.25
2623,187.21
2624,198.65
2625,192.15
2626,207.56
2627,214.6
2628,220.69
2629,210.84
2630,231.53
2631,241.65
2632,253.12
2633,245.62
2634,237.7
2635,244.6
2636,256.19
2637,238.25
2638,231.31
2639,230.52
2640,250.46
2641,244.89
2642,231.78
2643,227.0
2644,234.38
2645,223.97
2646,207.27
2647,210.51
2648,222.5
2649,222.28
2650,228.04
2651,218.38
2652,226.77
2653,227.95
2654,234.46
2655,224.29
2656,238.14
2657,237.82
2658,227.36
2659,221.45
2660,226.13
2661,224.09
2662,206.7
2663,197.68
2664,212.71
2665,211.21
2666,215.66
2667,217.26
2668,218.72
2669,216.9
2670,247.08
2671,274.03
2672,268.38
2673,259.1
2674,264.09
2675,265.78
2676,280.28
2677,285.25
2678,274.64
2679,265.53
2680,270.47
2681,286.56
2682,289.79
2683,286.26
2684,306.82
2685,309.61
2686,310.95
2687,294.34
2688,285.42
2689,282.83
2690,294.82
2691,308.54
2692,289.65
2693,283.13
2694,272.57
2695,280.07
2696,266.88
2697,291.16
2698,325.82
2699,349.9
2700,318.22
2701,306.5
2702,290.36
2703,296.66
2704,289.57
2705,295.12
2706,298.05
2707,310.86
2708,304.58
2709,305.74
2710,300.03
2711,297.56
2712,320.46
2713,328.43
2714,335.85
2715,329.97
2716,313.68
2717,297.77
2718,299.77
2719,292.24
2720,283.22
2721,310.48
2722,329.95
2723,336.89
2724,317.47
2725,306.29
2726,320.14
2727,317.07
2728,326.75
2729,327.91
2730,337.08
2731,326.31
2732,328.78
2733,327.5
2734,328.1
2735,345.23
2736,354.01
2737,350.66
2738,337.05
2739,327.47
2740,322.29
2741,316.29
2742,305.63
2743,300.29
2744,314.0
2745,314.19
2746,324.95
2747,303.91
2748,315.71
2749,319.72
2750,320.85
2751,298.94
2752,309.87
2753,311.0
2754,308.62
2755,297.17
2756,305.53
2757,290.39
2758,296.1
2759,292.71
2760,283.33
2761,282.54
2762,300.9
2763,313.84
2764,303.51
2765,287.07
2766,288.84
2767,284.41
2768,286.32
2769,275.3
2770,269.49
2771,262.11
2772,265.08
2773,245.6
2774,245.0
2775,243.71
2776,256.0
2777,265.9
2778,250.11
2779,241.38
2780,237.12
2781,240.75
2782,240.35
2783,239.69
2784,228.9
2785,225.89
2786,239.2
2787,244.34
2788,232.56
2789,232.73
2790,244.12
2791,264.91
2792,249.93
2793,246.55
2794,240.62
2795,244.42
2796,221.32
2797,231.57
2798,230.29
2799,231.89
2800,222.28
2801,217.2
2802,210.58
2803,218.46
2804,217.95
2805,220.17
2806,215.12
2807,232.25
2808,227.54
2809,254.12
2810,220.66
2811,233.38
2812,238.34
2813,251.92
2814,249.47
2815,234.1
2816,214.17
2817,218.87
2818,222.65
2819,229.34
2820,217.81
2821,254.21
2822,251.72
2823,250.78
2824,234.95
2825,238.43
2826,234.04
2827,231.29
2828,217.45
2829,222.17
2830,234.85
2831,228.01
2832,228.7
2833,211.54
2834,222.82
2835,246.42
2836,248.45
2837,241.55
2838,233.82
2839,230.82
2840,219.92
2841,236.92
2842,225.09
2843,233.41
2844,237.87
2845,238.95
2846,236.44
2847,242.73
2848,254.9
2849,261.61
2850,256.31
2851,247.9
2852,240.27
2853,233.54
2854,213.0
2855,215.3
2856,191.85
2857,205.17
2858,213.55
2859,218.46
2860,184.75
2861,198.78
2862,204.37
2863,219.78
2864,196.82
2865,190.78
2866,181.92
2867,175.41
2868,181.28
2869,169.41
2870,156.01
2871,171.77
2872,189.32
2873,193.59
2874,167.01
2875,178.55
2876,186.32
2877,197.78
2878,175.55
2879,183.26
2880,170.12
2881,155.33
2882,148.66
2883,143.08
2884,155.02
2885,171.72
2886,191.99
2887,202.57
2888,190.37
2889,197.6
2890,213.43
2891,220.08
2892,207.39
2893,198.68
2894,187.98
2895,194.74
2896,181.64
2897,148.15
2898,144.28
2899,155.3
2900,162.62
2901,132.77
2902,150.11
2903,157.24
2904,153.05
2905,138.59
2906,123.76
2907,115.86
2908,116.23
2909,113.29
2910,110.68
2911,115.64
2912,127.33
2913,137.44
2914,132.29
2915,122.36
2916,132.52
2917,135.81
2918,137.96
2919,133.95
2920,124.35
2921,119.43
2922,125.54
2923,114.38
2924,100.14
2925,111.25
2926,119.04
2927,122.12
2928,101.39
2929,92.71
2930,83.2
2931,83.25
2932,80.23
2933,81.53
2934,94.68
2935,86.44
2936,99.95
2937,91.94
2938,106.91
2939,87.21
2940,2.0
2941,5.11
2942,5.4
2943,28.68
2944,21.65
2945,31.61
2946,44.71
2947,55.6
2948,35.19
2949,36.56
2950,33.64
2951,35.14
2952,30.57
2953,34.03
2954,24.01
2955,33.59
2956,19.24
2957,32.15
2958,12.33
2959,24.05
2960,30.41
2961,26.56
2962,6.4
2963,9.34
2964,5.01
2965,-0.78
2966,6.54
2967,7.38
2968,8.91
2969,18.68
2970,13.75
2971,-15.16
2972,-30.79
2973,-19.92
2974,-11.43
2975,-12.08
2976,-26.88
2977,-35.16
2978,-38.7
2979,-22.98
2980,-6.76
2981,7.86
2982,0.61
2983,-21.47
2984,-26.64
2985,-18.06
2986,-20.42
2987,-36.12
2988,-46.05
2989,-28.44
2990,-19.49
2991,-10.15
2992,-20.93
2993,-14.19
2994,4.03
2995,13.22
2996,0.0
2997,9.06
2998,2.1
2999,4.82
3000,-2.48
3001,3.9
3002,-15.09
3003,-18.74
3004,-22.54
3005,-19.76
3006,-24.78
3007,-26.72
3008,-27.91
3009,-40.32
3010,-25.27
3011,3.26
3012,-6.11
3013,-29.63
3014,-35.16
3015,-36.59
3016,-30.92
3017,-35.24
3018,-55.91
3019,-53.3
3020,-49.28
3021,-32.82
3022,-37.12
3023,-35.62
3024,-44.22
3025,-38.62
3026,-29.25
3027,-28.89
3028,-36.67
3029,-49.93
3030,-55.29
3031,-61.01
3032,-54.91
3033,-61.28
3034,-69.51
3035,-47.75
3036,-35.54
3037,-42.66
3038,-59.08
3039,-56.33
3040,-64.21
3041,-54.09
3042,-66.15
3043,-79.21
3044,-88.79
3045,-89.7
3046,-87.94
3047,-96.58
3048,-104.88
3049,-94.69
3050,-87.9
3051,-82.02
3052,-89.45
3053,-87.2
3054,-95.15
3055,-80.54
3056,-68.37
3057,-66.64
3058,-109.09
3059,-103.99
3060,-102.16
3061,-88.64
3062,-98.49
3063,-78.06
3064,-59.78
3065,-45.76
3066,-61.2
3067,-74.72
3068,-80.26
3069,-60.8
3070,-61.36
3071,-46.21
3072,-58.09
3073,-60.38
3074,-64.09
3075,-74.99
3076,-91.44
3077,-78.76
3078,-78.53
3079,-66.91
3080,-66.61
3081,-74.77
3082,-85.75
3083,-75.7
3084,-64.56
3085,-67.57
3086,-59.2
3087,-54.6
3088,-52.16
3089,-57.53
3090,-75.54
3091,-76.7
3092,-83.59
3093,-67.98
3094,-67.35
3095,-70.12
3096,-54.33
3097,-56.92
3098,-47.37
3099,-58.25
3100,-26.39
3101,-26.26
3102,-15.62
3103,-27.35
3104,-23.22
3105,-27.99
3106,-38.93
3107,-50.41
3108,-69.05
3109,-71.38
3110,-63.72
3111,-61.92
3112,-76.33
3113,-88.41
3114,-70.87
3115,-83.82
3116,-73.15
3117,-75.4
3118,-58.1
3119,-71.89
3120,-51.35
3121,-40.72
3122,-52.81
3123,-68.37
3124,-59.07
3125,-67.96
3126,-62.02
3127,-76.03
3128,-66.91
3129,-83.06
3130,-83.04
3131,-81.71
3132,-84.34
3133,-101.2
3134,-98.35
3135,-100.48
3136,-100.52
3137,-104.67
3138,-82.96
3139,-101.73
3140,-86.73
3141,-96.64
3142,-76.88
3143,-95.59
3144,-93.67
3145,-102.85
3146,-111.46
3147,-111.09
3148,-123.12
3149,-106.2
3150,-97.65
3151,-102.83
3152,-122.85
3153,-131.14
3154,-125.22
3155,-131.01
3156,-141.51
3157,-161.15
3158,-160.23
3159,-184.78
3160,-187.77
3161,-189.06
3162,-189.9
3163,-196.6
3164,-196.96
3165,-203.8
3166,-193.52
3167,-180.39
3168,-155.71
3169,-149.12
3170,-155.76
3171,-171.26
3172,-177.23
3173,-175.99
3174,-170.59
3175,-159.04
3176,-153.61
3177,-178.51
3178,-176.48
3179,-176.58
3180,-176.14
3181,-178.36
3182,-156.17
3183,-146.57
3184,-159.0
3185,-156.43
3186,-148.41
3187,-146.28
3188,-158.21
3189,-170.21
3190,-175.94
3191,-159.54
3192,-149.06
3193,-151.38
3194,-160.55
3195,-149.38
3196,-134.98
3197,-125.56
3198,-142.57
3199,-142.58
3200,-140.2
3201,-118.88
3202,-111.85
3203,-124.67
3204,-142.99
3205,-138.49
3206,-120.32
3207,-108.32
3208,-109.84
3209,-108.4
3210,-100.3
3211,-83.85
3212,-85.2
3213,-73.38
3214,-82.43
3215,-75.77
3216,-62.11
3217,-65.31
3218,-68.76
3219,-76.58
3220,-75.27
3221,-70.29
3222,-65.68
3223,-93.6
3224,-92.37
3225,-74.31
3226,-60.87
3227,-90.42
3228,-96.61
3229,-99.73
3230,-94.71
3231,-98.01
3232,-109.33
3233,-132.95
3234,-130.68
3235,-118.68
3236,-100.1
3237,-116.55
3238,-107.13
3239,-95.36
3240,-98.56
3241,-105.9
3242,-97.78
3243,-106.29
3244,-113.62
3245,-126.31
3246,-120.91
3247,-116.09
3248,-123.81
3249,-117.19
3250,-116.93
3251,-112.67
3252,-114.67
3253,-89.69
3254,-93.7
3255,-81.85
3256,-70.42
3257,-75.19
3258,-71.96
3259,-81.37
3260,-88.82
3261,-100.46
3262,-82.78
3263,-61.38
3264,-73.49
3265,-87.98
3266,-86.32
3267,-87.78
3268,-89.32
3269,-83.7
3270,-78.96
3271,-74.3
3272,-60.14
3273,-40.81
3274,-35.82
3275,-39.41
3276,-37.48
3277,-42.63
3278,-23.47
3279,-22.37
3280,-22.8
3281,-36.08
3282,-28.65
3283,-24.71
3284,-17.59
3285,-39.26
3286,-23.16
3287,-11.89
3288,6.91
3289,-44.04
3290,-32.39
3291,-31.63
3292,-18.32
3293,-44.79
3294,-43.97
3295,-58.28
3296,-66.03
3297,-76.52
3298,-79.36
3299,-75.17
3300,-53.41
3301,-39.6
3302,-22.07
3303,-34.39
3304,-37.06
3305,-41.25
3306,-35.19
3307,-35.7
3308,-45.53
3309,-56.64
3310,-65.47
3311,-65.13
3312,-62.39
3313,-73.14
3314,-83.57
3315,-59.8
3316,-41.89
3317,-54.12
3318,-71.61
3319,-65.11
3320,-56.51
3321,-45.56
3322,-50.93
3323,-56.44
3324,-61.54
3325,-55.82
3326,-47.0
3327,-59.14
3328,-74.97
3329,-49.66
3330,-24.94
3331,-18.46
3332,-45.96
3333,-55.29
3334,-50.03
3335,-47.73
3336,-46.28
3337,-38.2
3338,-32.62
3339,-23.9
3340,0.18
3341,15.21
3342,12.27
3343,14.89
3344,11.14
3345,10.35
3346,21.41
3347,30.92
3348,19.91
3349,19.03
3350,26.14
3351,26.16
3352,4.72
3353,19.71
3354,41.7
3355,59.53
3356,38.11
3357,25.5
3358,12.47
3359,10.41
3360,0.53
3361,4.99
3362,-2.57
3363,10.12
3364,24.21
3365,34.33
3366,22.25
3367,27.82
3368,27.25
3369,41.07
3370,45.23
3371,49.26
3372,27.85
3373,22.0
3374,17.51
3375,18.65
3376,8.48
3377,8.13
3378,7.1
3379,6.14
3380,12.72
3381,11.99
3382,-8.39
3383,17.36
3384,36.49
3385,43.89
3386,23.0
3387,24.37
3388,25.51
3389,36.76
3390,19.94
3391,14.84
3392,16.09
3393,10.58
3394,17.98
3395,3.58
3396,12.3
3397,18.29
3398,5.23
3399,-11.98
3400,-3.85
3401,-0.65
3402,-19.76
3403,-13.14
3404,1.53
3405,15.15
3406,9.4
3407,18.69
3408,-12.81
3409,-7.95
3410,2.71
3411,13.45
3412,24.91
3413,24.5
3414,20.7
3415,5.44
3416,5.28
3417,24.29
3418,36.56
3419,42.23
3420,27.27
3421,21.54
3422,14.15
3423,27.21
3424,25.37
3425,44.65
3426,47.36
3427,63.89
3428,59.9
3429,71.9
3430,71.12
3431,82.31
3432,90.67
3433,101.95
3434,96.05
3435,92.21
3436,81.75
3437,76.38
3438,66.6
3439,73.95
3440,56.73
3441,75.47
3442,60.57
3443,73.21
3444,49.99
3445,60.81
3446,57.77
3447,49.04
3448,32.02
3449,36.4
3450,27.43
3451,21.78
3452,13.45
3453,15.58
3454,-12.17
3455,9.51
3456,-3.46
3457,0.65
3458,-25.44
3459,-30.55
3460,-43.6
3461,-35.24
3462,-52.05
3463,-60.84
3464,-56.02
3465,-45.17
3466,-47.58
3467,-59.97
3468,-80.61
3469,-59.11
3470,-64.43
3471,-54.96
3472,-92.9
3473,-95.93
3474,-90.48
3475,-71.33
3476,-79.76
3477,-86.01
3478,-89.4
3479,-78.51
3480,-75.03
3481,-77.31
3482,-92.45
3483,-88.18
3484,-95.79
3485,-81.47
3486,-102.61
3487,-94.07
3488,-95.47
3489,-75.99
3490,-74.91
3491,-77.82
3492,-84.58
3493,-73.05
3494,-78.19
3495,-79.14
3496,-75.47
3497,-66.12
3498,-85.69
3499,-78.57
3500,-83.16
3501,-45.01
3502,-51.97
3503,-47.16
3504,-47.55
3505,-44.92
3506,-60.09
3507,-58.1
3508,-73.8
3509,-79.29
3510,-65.88
3511,-46.83
3512,-57.48
3513,-90.46
3514,-81.92
3515,-58.34
3516,-49.69
3517,-66.19
3518,-78.79
3519,-71.84
3520,-54.59
3521,-47.81
3522,-37.98
3523,-31.65
3524,-7.03
3525,4.51
3526,-0.13
3527,-7.15
3528,-17.54
3529,-1.11
3530,14.87
3531,22.7
3532,24.42
3533,10.99
3534,13.14
3535,23.13
3536,16.55
3537,-4.6
3538,12.63
3539,12.75
3540,20.95
3541,-2.8
3542,-3.92
3543,-4.53
3544,-10.52
3545,-29.06
3546,-32.52
3547,-23.15
3548,-16.34
3549,1.46
3550,-30.01
3551,-32.85
3552,-11.82
3553,-16.01
3554,-5.83
3555,-5.89
3556,-6.37
3557,-20.39
3558,-15.61
3559,0.51
3560,-6.12
3561,-5.77
3562,-2.72
3563,9.48
3564,6.39
3565,8.89
3566,10.76
3567,10.85
3568,35.33
3569,50.74
3570,49.5
3571,42.49
3572,44.04
3573,47.31
3574,44.68
3575,41.15
3576,21.81
3577,33.2
3578,38.25
3579,63.84
3580,49.48
3581,29.65
3582,29.32
3583,42.55
3584,55.96
3585,42.87
3586,29.6
3587,32.17
3588,36.43
3589,47.93
3590,43.51
3591,55.18
3592,71.54
3593,93.96
3594,95.47
3595,101.05
3596,80.87
3597,93.34
3598,100.52
3599,111.31
3600,93.89
3601,99.23
3602,106.28
3603,111.29
3604,79.26
3605,91.25
3606,108.02
3607,117.6
3608,85.56
3609,68.71
3610,72.51
3611,86.23
3612,78.86
3613,65.75
3614,48.57
3615,66.61
3616,79.99
3617,86.6
3618,63.71
3619,66.52
3620,76.18
3621,75.74
3622,74.92
3623,70.45
3624,54.73
3625,61.19
3626,74.23
3627,87.78
3628,90.91
3629,102.5
3630,98.58
3631,90.99
3632,80.21
3633,84.23
3634,78.04
3635,80.84
3636,86.06
3637,97.24
3638,88.8
3639,86.01
3640,88.96
3641,97.47
3642,88.78
3643,80.0
3644,64.47
3645,80.61
3646,73.57
3647,67.8
3648,56.16
3649,72.53
3650,75.7
3651,76.99
3652,51.94
3653,59.11
3654,66.1
3655,72.98
3656,76.59
3657,66.87
3658,53.21
3659,54.4
3660,52.97
3661,55.77
3662,46.89
3663,60.5
3664,73.13
3665,73.4
3666,65.73
3667,68.5
3668,60.01
3669,70.45
3670,71.65
3671,76.93
3672,59.67
3673,58.01
3674,59.03
3675,74.23
3676,52.99
3677,58.06
3678,61.39
3679,63.6
3680,45.71
3681,48.3
3682,35.39
3683,38.11
3684,35.45
3685,40.78
3686,31.33
3687,38.94
3688,36.36
3689,28.9
3690,24.29
3691,49.61
3692,51.81
3693,51.89
3694,29.25
3695,13.55
3696,16.6
3697,23.27
3698,1.84
3699,2.19
3700,10.59
3701,21.93
3702,21.43
3703,9.89
3704,-13.77
3705,6.74
3706,19.45
3707,23.64
3708,11.93
3709,0.07
3710,-4.14
3711,-15.5
3712,-15.72
3713,-13.44
3714,-0.6
3715,4.08
3716,13.45
3717,19.53
3718,-2.16
3719,6.93
3720,-3.23
3721,-2.42
3722,0.71
3723,-4.39
3724,-24.79
3725,-31.25
3726,-27.37
3727,-40.79
3728,-42.18
3729,-36.38
3730,-36.52
3731,-50.81
3732,-47.01
3733,-32.82
3734,-35.33
3735,-49.07
3736,-53.46
3737,-67.04
3738,-66.2
3739,-77.66
3740,-81.65
3741,-87.49
3742,-70.29
3743,-66.86
3744,-67.09
3745,-91.73
3746,-87.14
3747,-75.04
3748,-65.54
3749,-68.73
3750,-65.88
3751,-78.81
3752,-80.52
3753,-87.24
3754,-86.31
3755,-104.65
3756,-88.68
3757,-78.3
3758,-80.07
3759,-95.66
3760,-86.65
3761,-74.44
3762,-80.94
3763,-88.66
3764,-96.4
3765,-96.83
3766,-85.77
3767,-92.23
3768,-98.55
3769,-116.22
3770,-101.56
3771,-107.32
3772,-105.32
3773,-117.89
3774,-126.89
3775,-134.17
3776,-124.84
3777,-108.46
3778,-118.64
3779,-132.59
3780,-118.49
3781,-115.38
3782,-109.37
3783,-116.5
3784,-111.5
3785,-117.85
3786,-106.18
3787,-99.16
3788,-101.97
3789,-127.05
3790,-126.21
3791,-121.67
3792,-107.02
3793,-102.45
3794,-81.69
3795,-104.8
3796,-97.35
3797,-92.65
3798,-65.79
3799,-76.0
3800,-73.08
3801,-69.29
3802,-62.73
3803,-70.38
3804,-65.69
3805,-64.07
3806,-54.8
3807,-56.43
3808,-61.42
3809,-65.6
3810,-45.62
3811,-42.04
3812,-31.89
3813,-51.52
3814,-42.78
3815,-35.85
3816,-20.8
3817,-38.26
3818,-24.66
3819,-31.8
3820,-38.65
3821,-37.25
3822,-40.54
3823,-33.1
3824,-19.38
3825,-21.35
3826,-30.2
3827,-49.66
3828,-29.06
3829,-30.62
3830,-39.99
3831,-54.31
3832,-60.36
3833,-73.61
3834,-64.38
3835,-62.67
3836,-71.99
3837,-57.73
3838,-33.88
3839,-37.49
3840,-54.3
3841,-55.97
3842,-53.28
3843,-44.85
3844,-38.22
3845,-51.62
3846,-62.45
3847,-58.12
3848,-38.91
3849,-18.65
3850,-20.77
3851,-29.86
3852,-37.43
3853,-23.8
3854,-13.74
3855,-1.56
3856,-4.93
3857,-13.45
3858,-9.6
3859,6.23
3860,16.12
3861,18.08
3862,13.08
3863,30.82
3864,43.51
3865,47.98
3866,35.38
3867,46.47
3868,70.89
3869,75.71
3870,63.74
3871,48.92
3872,62.09
3873,62.28
3874,65.06
3875,41.46
3876,51.59
3877,69.94
3878,80.29
3879,61.17
3880,51.22
3881,75.16
3882,102.59
3883,90.56
3884,71.02
3885,64.17
3886,78.03
